number,year,island,year.island,population,year_pop,npop,mericarp,length,width,depth,longest_spine,spine_tip_distance,lower_spine,spine_position,eaten,eaten_insects,seed_position_1,seed_position_2,seed_position_3,seed_position_4,seed_position_5,seed_position_6,germinated,germinated_position_1,germinated_position_2,germinated_position_3,germinated_position_4,germinated_position_5,germinated_position_6,total_seed_mericarp,mericarp_notes,spine_notes,measurer,mass,hardness,PC1,PC2,PC3
1773,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,12,10.42,4.93,8.47,7.33,14.73,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-6.001767955,-0.621048197,-0.34299009
1774,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,13,10.99,5.16,7.56,5.76,12.36,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-5.36357418,-1.51730319,-0.909905791
1775,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,14,7.22,3.84,6.45,6.71,11.06,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-2.339537729,0.062246825,0.372448239
1776,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,15,7.19,3.31,5.98,6.88,13.42,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINE,Daniel,NA,NA,-1.637955337,0.677970887,0.006521866
1777,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,16,10.32,4.93,8.28,7.74,15.42,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-5.93968604,-0.332153164,-0.167081193
1778,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,17,6.55,3.18,4.24,5.8,8.98,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,0.198931242,0.461887405,-0.037015078
1779,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,18,5.98,3.58,5.11,6.67,13.63,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-0.715314179,0.452959716,0.848351392
1780,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,19,8.44,3.96,6.08,7.64,14.62,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-2.904385676,0.715432667,0.070006512
1781,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,20,7.37,3.97,5.34,6.85,12.46,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-1.771831561,0.312425821,0.45095643
1782,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,21,7.75,4.72,6.11,6.38,12.61,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-2.909460874,-0.700039813,0.714710461
1783,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,22,7.89,3.37,5.89,6.99,12.15,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINE,Daniel,NA,NA,-1.927597467,0.770492755,-0.29803665
1784,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,23,10.49,5.3,7.75,6.96,16.14,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-5.722575767,-0.963731024,-0.174166993
1785,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,24,7.77,4.41,7.15,6.75,13.86,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINE,Daniel,NA,NA,-3.491091133,-0.469724781,0.54169019
1786,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,25,8.22,3.72,6.57,7.45,14.15,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-2.918929705,0.654829062,-0.067329147
1787,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,26,7.83,3.97,6,7.6,15.09,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-2.605884292,0.657596409,0.404884673
1788,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,27,8.07,4.54,6.57,6.36,11.96,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-3.207711906,-0.656253204,0.377821529
1789,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,28,8.1,3.87,6.74,6.75,11.31,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-2.920193484,0.060982387,-0.081263153
1790,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,29,7.17,2.6,5.72,6.84,13.88,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-0.889990789,1.255021197,-0.576658489
1791,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,30,8.6,3.86,7.39,6.81,13.58,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-3.573226226,-0.006498931,-0.356630864
1792,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,31,6.65,4.05,6.14,6.48,12.06,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-2.003269469,-0.21074308,0.798299832
1793,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,32,5.86,2.94,5,5.76,11.98,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,0.144173174,0.398618258,0.125367925
1794,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,33,6.89,2.98,5.78,5.69,8.76,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-0.811885738,0.22106516,-0.440806891
1795,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,34,8.75,4.21,6.33,7.01,15.96,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-3.226353961,0.100743383,-0.079881094
1796,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,35,8.82,3.81,6.62,6.97,12.81,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-3.133069283,0.321530404,-0.463799243
1797,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,36,7.78,4.29,6.25,6.3,12.49,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINE,Daniel,NA,NA,-2.663257802,-0.449651258,0.318463717
1798,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,37,6.88,3.87,5.54,5.95,13.06,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-1.40122206,-0.246558057,0.377159812
1799,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,38,8.69,3.16,6.92,7.04,16.33,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-2.803021476,0.785065914,-0.91186714
1800,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,39,7.28,3.88,5.66,6.37,12.43,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-1.76027402,0.006106468,0.283993205
1801,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,40,8.98,5.26,7.38,6.69,14.36,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-4.769866995,-1.12356848,0.554159775
1802,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,41,5.89,3.16,5.87,5.4,12.41,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-0.542460523,-0.187821539,0.175703291
1803,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,42,7.07,3.81,6.16,6.75,15.76,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-2.067917299,0.165164294,0.445735073
1804,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,43,8.31,4.32,6.94,6.17,13.4,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINE,Daniel,NA,NA,-3.336526913,-0.671888846,0.004214532
1805,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,44,7.73,3.56,3.67,6.4,12.08,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-0.326817713,0.755062852,-0.195509872
1806,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,45,8.15,3.33,6.5,7.82,14.6,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-2.638437302,1.192684521,-0.242870268
1807,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,46,6.44,2.66,5.87,5.57,10.62,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-0.416642904,0.339492158,-0.491880481
1808,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,47,8.48,4.45,6.07,7.16,15.67,0,30,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,MISSING SPINE,Daniel,NA,NA,-3.166423708,0.049199403,0.313910663
1809,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,48,5.97,3.05,4.93,5.55,8.63,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,0.119169407,0.20867695,0.095626204
1810,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,49,7.1,3.77,6.38,6.49,13.45,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-2.131645363,-0.012441813,0.318410693
1811,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,50,7.1,3.17,6.09,6.35,10.39,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-1.42978079,0.426936347,-0.213526042
1812,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,1,8.29,4.32,6.92,8.06,14.95,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-3.813809666,0.496612866,0.560762185
1813,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,2,9.89,3.95,7.58,7.44,14.78,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-4.44897507,0.362218617,-0.816005977
1814,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,3,6.21,3.53,5.71,6.07,10.88,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-1.022170526,0.001194968,0.499431791
1815,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,4,5.92,2.89,5.61,5.07,9.07,0,30,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-0.078763221,-0.123102658,-0.155672987
1816,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,5,7.75,3.92,5.82,5.44,10.99,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-1.841353806,-0.600717779,-0.213064736
1817,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,6,8.31,4.68,6.86,6.31,14.73,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-3.597465145,-0.843160744,0.34267858
1818,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,7,8.07,4.27,6.87,8.32,16.42,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-3.722475093,0.690850628,0.716730968
1819,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,8,8.82,3.99,6.3,6.22,13.62,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-2.854189936,-0.205976791,-0.527659846
1820,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,9,8.01,4.63,5.58,6.23,12.11,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-2.53755308,-0.584283185,0.460018019
1821,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,10,8.35,4.15,6.77,7.16,14.43,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINE,Daniel,NA,NA,-3.364764027,0.11036159,0.129525361
1822,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,11,9.34,3.59,6.08,7.55,13.72,0,40,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,INSECTS,,Daniel,NA,NA,-2.94875266,1.00791868,-0.758764687
1823,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,12,9.15,4.71,7.64,6.58,14.69,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-4.560592428,-0.817025773,-0.028640667
1824,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,13,9.72,3.81,6.19,6.82,14.24,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-3.152235879,0.391442634,-0.999216065
1825,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,14,8.77,5,7.44,7.72,15.2,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-4.798723132,-0.317982363,0.752075981
1826,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,16,9.38,4.11,7.14,7.78,16.34,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-4.158536858,0.512896194,-0.298531375
1827,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,17,5.97,3.01,5.36,5.99,10.29,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-0.262177285,0.412735313,0.184225239
1828,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,18,8.18,3.94,6.36,8.26,17.43,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,MISSING SPINE,Daniel,NA,NA,-3.142885307,1.030669596,0.372610214
1829,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,19,6.92,4.93,6.69,7.03,11.81,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-3.316024787,-0.651669847,1.527120902
1830,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,20,7.18,3.82,5.87,6.44,12.75,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-1.837454097,0.040260992,0.307346346
1831,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,21,7.21,4.25,5.98,5.96,12.18,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-2.131693973,-0.60803983,0.505777283
1832,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,22,8.06,4.1,6.82,5.14,11.53,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-2.71279961,-1.129041669,-0.334808403
1833,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,23,8.26,4.28,6.57,6.07,13.81,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-3.004528728,-0.622254199,-0.025422925
1834,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,24,7.15,3.65,5.74,5.47,11.28,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-1.348209148,-0.400156735,-0.094585468
1835,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,25,9.96,3.91,6.78,7.2,13.31,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-3.831147299,0.432022967,-0.947034408
1836,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,26,7.79,3.86,6.05,6.43,12.93,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-2.230401272,0.006194399,-0.001933371
1837,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,27,10.97,4.45,7.09,8.51,16.1,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINE,Daniel,NA,NA,-5.207495878,0.827881283,-0.685599161
1838,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,28,8.75,4.99,6.97,6.96,14.37,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-4.258695092,-0.673374501,0.541449024
1839,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,29,8.83,4.03,6.26,7.01,14.39,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-3.070144934,0.260318236,-0.271775743
1840,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,30,8.77,4.2,7.26,8,14.99,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINE,Daniel,NA,NA,-4.128459909,0.50855451,0.174895168
1841,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,31,8.34,4.33,6.74,5.89,13.04,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,MISSING SPINE,Daniel,NA,NA,-3.14442626,-0.804517461,-0.082414864
1842,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,32,8.12,4.09,5.74,6.86,14.55,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-2.438838194,0.189350481,0.133355598
1843,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,33,7.17,4.5,6.4,8.16,14.43,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-3.179823774,0.458471964,1.363669411
1844,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,34,8.19,4.23,7.27,6.81,14.66,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-3.615698195,-0.292038308,0.176817914
1845,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,35,7.09,3.39,5.35,5.55,12.73,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-0.875456484,-0.067146897,-0.248071242
1846,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,36,8.77,4.67,6.57,6.82,13.73,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINE,Daniel,NA,NA,-3.706013617,-0.422038621,0.230885796
1847,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,37,7.4,3.74,5.96,5.43,11.84,0,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-1.657565969,-0.525938563,-0.17276553
1848,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,38,9.31,4.28,6.58,7.57,14.83,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-3.82153275,0.375637188,-0.173194738
1849,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,39,7.53,3.74,6.24,7.19,14.94,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-2.366340932,0.50485881,0.259650321
1850,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,40,7.48,3.23,5.14,5.91,12.45,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-0.855618571,0.353174976,-0.489221555
1851,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,41,9.66,3.61,6.32,7.05,14.61,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-3.123790865,0.652592711,-1.066356206
1852,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,42,8.15,4.32,6.73,4.69,10.74,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-2.738056414,-1.548123414,-0.331709111
1853,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,43,7.51,4.53,5.9,6.2,15.21,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-2.475334025,-0.634857081,0.641248057
1854,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,44,8.99,4.05,6.51,7.45,16.19,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-3.437120461,0.470855291,-0.219871925
1855,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,45,5.37,3.27,5.01,6.45,11.6,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-0.107440857,0.533851535,0.867474132
1856,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,46,8.78,3.94,6.8,6.97,13.32,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-3.342064454,0.178087092,-0.33663882
1857,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,47,8.16,4.5,6.9,6.72,13.44,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-3.534552079,-0.472306385,0.394833197
1858,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,48,8.02,4.13,6.92,7.01,13.82,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-3.282831778,-0.024608664,0.250294815
1859,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,49,6.07,2.38,4.93,7.23,12.06,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,0.155629934,1.765051385,-0.027893279
1860,2018,Floreana,2018_Floreana,CD,2018_Floreana_CD,3,50,8.11,7.34,6.14,6.45,12.89,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINE,Daniel,NA,NA,-5.121717037,-2.645180975,2.697659734
1861,2018,Floreana,2018_Floreana,CM,2018_Floreana_CM,4,1,8.18,3.92,6.31,6.74,14.53,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-2.691668773,0.120136715,-0.081778979
1862,2018,Floreana,2018_Floreana,CM,2018_Floreana_CM,4,2,6.69,2.9,5.27,6.39,12.22,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-0.504475015,0.815749185,-0.188016135
1863,2018,Floreana,2018_Floreana,CM,2018_Floreana_CM,4,3,7.1,3.3,5.6,5.72,12.49,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,MOON SHAPE,,Daniel,NA,NA,-1.026716728,0.050430369,-0.281923656
1864,2018,Floreana,2018_Floreana,CM,2018_Floreana_CM,4,4,6.5,1.82,4.26,5.48,12.4,0,60,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,MOON SHAPE,,Daniel,NA,NA,1.34367747,1.298382652,-1.224261342
1865,2018,Floreana,2018_Floreana,CM,2018_Floreana_CM,4,5,7.83,3.66,6.09,6.78,13.37,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-2.211080827,0.368993985,-0.088614327
1866,2018,Floreana,2018_Floreana,CM,2018_Floreana_CM,4,6,7.47,4.15,6.14,6.35,13.49,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-2.369886532,-0.308739613,0.390068928
1867,2018,Floreana,2018_Floreana,CM,2018_Floreana_CM,4,7,6.75,3.47,5.9,6.45,13.57,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-1.419831237,0.276923682,0.258707735
1868,2018,Floreana,2018_Floreana,CM,2018_Floreana_CM,4,8,6.97,4.01,5.33,4.64,10.77,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-1.054765194,-1.107309595,0.067626017
1869,2018,Floreana,2018_Floreana,CM,2018_Floreana_CM,4,9,10.63,4.01,7.25,8.88,16.63,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-4.940184208,1.332329238,-0.7560102
