number,year,island,year.island,population,year_pop,npop,mericarp,length,width,depth,longest_spine,spine_tip_distance,lower_spine,spine_position,eaten,eaten_insects,seed_position_1,seed_position_2,seed_position_3,seed_position_4,seed_position_5,seed_position_6,germinated,germinated_position_1,germinated_position_2,germinated_position_3,germinated_position_4,germinated_position_5,germinated_position_6,total_seed_mericarp,mericarp_notes,spine_notes,measurer,mass,hardness,PC1,PC2,PC3
2533,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,43,5.61,2.85,4,5.78,12.92,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,0.996101326,0.689641321,0.207440986
2534,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,44,8.41,3.11,5.75,5.56,12.05,0,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-1.457178603,0.157088633,-1.210830478
2535,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,45,6.36,2.19,4.1,5.56,12.35,1,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,1.201150011,1.090630908,-0.816478984
2536,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,46,7.71,3.35,5.05,5.76,11.32,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,MISSING SPINE,,NA,NA,-0.937766259,0.205723041,-0.559483178
2537,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,47,7.82,3.15,5.41,6.19,14.13,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,-1.187600924,0.550017812,-0.665741338
2538,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,48,6.71,2.69,4.62,5.77,11.52,1,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,0.261855835,0.743754515,-0.543181422
2539,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,49,7.14,2.56,5.02,5.88,11.51,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,-0.11153075,0.850936884,-0.861363636
2540,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,50,7.23,2.74,3.62,4.33,8.8,0,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,1.086988884,0.082467999,-1.192383559
2541,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,51,7.16,2.93,5.43,6.42,12.9,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-0.831236095,0.808526419,-0.416376584
2542,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,52,7.89,2.7,4.46,5.35,12.09,1,50,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,0.009796089,0.598124278,-1.306351397
2543,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,53,7.77,3.14,4.96,5.8,11.45,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,-0.747194995,0.416065769,-0.75329263
2544,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,54,7.42,2.72,4.83,6.32,12.11,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,-0.331280851,1.062985711,-0.754805541
2545,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,55,7.4,2.94,5.18,6.31,12,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,-0.732397671,0.807155745,-0.569419781
2546,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,56,8,3.61,5.01,5.47,11.68,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,-1.149594379,-0.142394853,-0.588384566
2547,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,57,6.17,2.11,3.93,6.37,11.9,1,50,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,1.241373434,1.676454426,-0.541693824
2548,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,58,6.14,2.69,5.02,6.58,14.33,1,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-0.002701911,1.111284484,0.00060427
2549,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,59,6.69,2.72,4.5,6.36,11.22,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,MISSING SPINES,,NA,NA,0.173390884,1.110452369,-0.335674149
2550,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,60,7.19,2.67,4.57,5.55,11.94,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,MISSING SPINES,,NA,NA,0.180566391,0.669212482,-0.887851887
2551,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,61,6.99,2.75,5.2,5.83,12.57,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-0.310455998,0.622810625,-0.638311675
2552,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,62,7.85,2.55,4.47,6.22,11.44,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-0.094704506,1.244346798,-1.157164894
2553,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,63,7.48,3.24,4.82,5.7,11.09,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,-0.587505074,0.288877304,-0.537587765
2554,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,64,7.51,2.34,3.76,4.92,9.15,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,1.034457881,0.740916744,-1.50877156
2555,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,65,7.37,3.08,5.81,6.08,11.25,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-1.202346641,0.412502711,-0.511461709
2556,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,66,7.87,3.7,4.84,7.03,13.02,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-1.462820934,0.779939331,0.009892856
2557,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,67,8,3.36,5.01,6.22,11.37,1,50,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,-1.153779742,0.511592492,-0.578326169
2558,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,68,6.25,1.91,3.96,5.16,10.03,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,1.663635754,1.082495011,-1.100404177
2559,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,69,8.23,3.44,5.36,5.12,11.98,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-1.257211622,-0.291157622,-0.961112925
2560,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,70,6.98,3.2,4.57,5.25,11.36,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,-0.068287042,0.063126534,-0.420947934
2561,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,71,6.15,2.39,4.39,4.62,10.22,0,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,1.177318962,0.276722418,-0.810128267
2562,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,72,8.27,3.43,5.18,5.7,12.41,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-1.294361291,0.117979795,-0.82192133
2563,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,73,4.89,2.08,2.67,5.56,11,0,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,2.851236386,1.395090862,-0.077004813
2564,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,74,8.39,3.36,5.77,6.97,12.48,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,-2.029107624,0.828979834,-0.586944608
2565,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,75,7.21,2.96,4.43,6.02,12.87,1,50,1,NA,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,MISSING SPINE,,NA,NA,-0.079780946,0.770142594,-0.522264362
2566,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,76,7.16,2.97,4.18,5.22,10.73,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,0.315590468,0.322528442,-0.714069259
2567,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,77,5.93,3.37,5.05,7.42,16.52,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,-0.689458718,1.086377204,0.919799707
2568,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,78,7.11,3.21,5.19,5.39,11.82,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,-0.591349024,0.00995984,-0.451844572
2569,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,79,7.14,3.07,5.19,5.33,9.92,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-0.478808145,0.082373025,-0.601269133
2570,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,80,6.16,3.31,4.72,6.29,10.96,1,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,-0.208029421,0.527195585,0.421249386
2571,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,81,8.02,3.62,5.74,6.99,13.54,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,-2.069354572,0.622425436,-0.161726584
2572,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,82,7.89,3.2,5.43,6.44,12.72,1,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,-1.333746293,0.666326332,-0.591297152
2573,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,83,7.54,3.15,5.51,6.58,12.67,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,-1.249008401,0.747657931,-0.399700738
2574,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,84,7.95,3.18,4.6,6.24,11.6,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,-0.717373926,0.75158509,-0.68838222
2575,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,85,6.17,2.36,3.82,5.97,12.12,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,1.228932973,1.263320973,-0.449418226
2576,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,86,8.12,2.56,4.86,5.65,12.74,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,MISSING SPINE,,NA,NA,-0.327115801,0.815787295,-1.467424007
2577,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,87,6.51,2.28,4.09,5.09,10.85,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,1.203182986,0.744902836,-0.960585729
2578,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,88,6.38,2.9,4.81,4.86,10.73,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,0.338564749,-0.04515272,-0.45235548
2579,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,89,7.7,3.3,5.07,7.12,11.28,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,-1.267868021,1.077341759,-0.203119623
2580,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,90,7.69,3.51,4.33,5.31,11.26,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-0.439157973,-0.03185045,-0.537291478
2581,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,91,6.55,2.98,4.19,4.35,8.88,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,0.771211221,-0.267578603,-0.61975225
2582,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,92,6.52,2.98,4.11,7.15,11.49,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,MISSING SPINE,,NA,NA,0.098968622,1.474975721,0.205591509
2583,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,93,8.42,2.82,4.63,5.84,10.91,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,-0.538726125,0.807611275,-1.361024168
2584,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,94,6.65,2.8,4.08,4.16,11.54,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,0.997244301,-0.214618688,-0.877019257
2585,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,95,4.28,1.84,3,4.42,10.57,0,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,3.351517797,0.757184196,-0.270852829
2586,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,96,6.14,2.47,3.93,5.54,10.09,1,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,1.193234161,0.886713392,-0.467473218
2587,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,97,6.19,2.76,4.37,6.12,10.96,1,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,0.492490968,0.925578606,-0.093919352
2588,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,98,5.19,2.23,3.94,5.3,11.52,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,1.810446555,0.852230775,-0.209783305
2589,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,99,6.35,2.95,4.52,5.16,11.85,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,0.432199152,0.165392261,-0.304372004
2590,2018,Santa.Cruz,2018_Santa.Cruz,MGN,2018_Santa.Cruz_MGN,7,100,6.62,2.41,3.25,5.34,10.17,0,50,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,1.571640582,0.998573509,-0.831578722
2591,2018,San.Cristobal,2018_San.Cristobal,ORO,2018_San.Cristobal_ORO,4,1,9.91,4,5.72,8.01,17.15,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-3.364867875,1.100253861,-0.598318144
2592,2018,San.Cristobal,2018_San.Cristobal,ORO,2018_San.Cristobal_ORO,4,2,8.65,3.56,5.13,7.43,14.48,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-1.967283196,1.123727879,-0.424977757
2593,2018,San.Cristobal,2018_San.Cristobal,ORO,2018_San.Cristobal_ORO,4,3,6.42,3.02,5.28,6.7,12.29,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-0.579740559,0.893330584,0.149560959
2594,2018,San.Cristobal,2018_San.Cristobal,ORO,2018_San.Cristobal_ORO,4,4,8.63,3.12,4.78,6.84,12.62,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-1.221441575,1.1752782,-0.942898997
2595,2018,San.Cristobal,2018_San.Cristobal,ORO,2018_San.Cristobal_ORO,4,5,8.43,4.37,5.54,6.68,14.42,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-2.592884838,-0.068404822,0.143619953
2596,2018,San.Cristobal,2018_San.Cristobal,ORO,2018_San.Cristobal_ORO,4,6,6.01,2.77,4.56,6.29,12.03,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,MISSING SPINE,,NA,NA,0.379973959,0.966582952,0.060516505
2597,2018,San.Cristobal,2018_San.Cristobal,ORO,2018_San.Cristobal_ORO,4,7,8.69,3.49,5.28,6.7,13.54,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINE,,NA,NA,-1.839402776,0.695954696,-0.717309476
2598,2018,San.Cristobal,2018_San.Cristobal,ORO,2018_San.Cristobal_ORO,4,8,6.38,3.35,4.62,7.41,13.25,1,30,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-0.552597242,1.22568182,0.657001876
2599,2018,San.Cristobal,2018_San.Cristobal,ORO,2018_San.Cristobal_ORO,4,9,8.95,4.75,5.35,6.97,13.13,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,-3.038245729,-0.100194035,0.255797505
2600,2018,San.Cristobal,2018_San.Cristobal,ORO,2018_San.Cristobal_ORO,4,10,8.72,3.98,5.16,6.94,12.81,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-2.211800144,0.498002133,-0.258802798
2601,2018,San.Cristobal,2018_San.Cristobal,ORO,2018_San.Cristobal_ORO,4,11,8.2,3.23,4.79,6.05,13.56,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-0.935457126,0.570787823,-0.842473435
2602,2018,San.Cristobal,2018_San.Cristobal,ORO,2018_San.Cristobal_ORO,4,12,4.85,3.05,3.48,6.96,11.68,0,30,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,1.18748365,1.327914273,1.13943334
2603,2018,San.Cristobal,2018_San.Cristobal,ORO,2018_San.Cristobal_ORO,4,13,6.62,2.96,4.69,5.89,10.67,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,5,,,,NA,NA,0.008140157,0.588503114,-0.236869476
2604,2018,San.Cristobal,2018_San.Cristobal,ORO,2018_San.Cristobal_ORO,4,15,6.04,3.28,4.8,7.57,15.07,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-0.530462017,1.312619201,0.831097119
2605,2018,San.Cristobal,2018_San.Cristobal,ORO,2018_San.Cristobal_ORO,4,16,8.03,3.33,5.21,7.71,15.31,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-1.673471973,1.409935684,-0.192293963
2606,2018,San.Cristobal,2018_San.Cristobal,ORO,2018_San.Cristobal_ORO,4,17,7.37,3.58,4.73,6.31,13.21,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,-0.906742504,0.417124191,-0.019112574
2607,2018,San.Cristobal,2018_San.Cristobal,ORO,2018_San.Cristobal_ORO,4,18,7.77,3.52,5.1,7.29,13.24,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-1.531572865,1.011802147,-0.011588581
2608,2018,San.Cristobal,2018_San.Cristobal,ORO,2018_San.Cristobal_ORO,4,19,8.19,3.9,5.82,7.04,15.5,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-2.421776823,0.432709979,-0.011194083
2609,2018,San.Cristobal,2018_San.Cristobal,ORO,2018_San.Cristobal_ORO,4,20,9.37,3.77,5.68,6.58,13.35,1,30,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-2.568520103,0.365121519,-0.90168425
2610,2018,San.Cristobal,2018_San.Cristobal,ORO,2018_San.Cristobal_ORO,4,21,6.87,2.5,3.97,6.05,10.97,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,0.719871092,1.221415846,-0.699585818
2611,2018,San.Cristobal,2018_San.Cristobal,ORO,2018_San.Cristobal_ORO,4,22,5.36,2.59,4.02,5.53,10.36,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,1.348486385,0.712213168,0.058696062
2612,2018,San.Cristobal,2018_San.Cristobal,ORO,2018_San.Cristobal_ORO,4,23,5.6,3.44,4.04,6.43,12.74,1,30,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,0.343505354,0.628590462,0.886879471
2613,2018,San.Cristobal,2018_San.Cristobal,ORO,2018_San.Cristobal_ORO,4,24,6.05,3.04,4.21,7.81,14.07,1,30,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-0.005294404,1.779512052,0.704059844
2614,2018,San.Cristobal,2018_San.Cristobal,ORO,2018_San.Cristobal_ORO,4,25,8.35,3.83,5.35,6.56,12.44,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-1.980145561,0.30883721,-0.290052149
2615,2018,San.Cristobal,2018_San.Cristobal,ORO,2018_San.Cristobal_ORO,4,26,7.86,3.27,4.88,6.09,12.79,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,-0.904923789,0.519946903,-0.611106173
2616,2018,San.Cristobal,2018_San.Cristobal,ORO,2018_San.Cristobal_ORO,4,27,6.99,3.25,5.19,6.69,12.93,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,-0.918221388,0.772298635,0.02253043
2617,2018,San.Cristobal,2018_San.Cristobal,ORO,2018_San.Cristobal_ORO,4,28,7.95,3.83,5.51,6.53,13.18,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-1.924677281,0.225242723,-0.079591017
2618,2018,San.Cristobal,2018_San.Cristobal,ORO,2018_San.Cristobal_ORO,4,29,6.17,2.57,4.95,7.64,15.46,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,MISSING SPINE,,NA,NA,-0.153119972,1.874907808,0.19165972
2619,2018,San.Cristobal,2018_San.Cristobal,ORO,2018_San.Cristobal_ORO,4,30,7.85,3.03,4.69,7.51,14.77,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-0.958914389,1.621936018,-0.391626318
2620,2018,San.Cristobal,2018_San.Cristobal,ORO,2018_San.Cristobal_ORO,4,31,8.58,3.24,4.73,5.35,11.11,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-0.866958013,0.172400452,-1.245463415
2621,2018,San.Cristobal,2018_San.Cristobal,ORO,2018_San.Cristobal_ORO,4,32,7.44,3.24,4.91,7.55,3.74,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,MISSING SPINE,,NA,NA,-1.122111857,1.4062389,0.017112507
2622,2018,San.Cristobal,2018_San.Cristobal,ORO,2018_San.Cristobal_ORO,4,33,8.28,3.28,4.78,7.82,14.3,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINES,,NA,NA,-1.466151488,1.63188138,-0.334681142
