year,island,year island,population,year_pop,npop,mericarp,length,width,depth,longest_spine,spine_tip_distance,lower_spine,spine_position,eaten,eaten_insects,seed_position_1,seed_position_2,seed_position_3,seed_position_4,seed_position_5,seed_position_6,germinated,germinated_position_1,germinated_position_2,germinated_position_3,germinated_position_4,germinated_position_5,germinated_position_6,total_seed_mericarp,mericarp_notes,spine_notes,measurer,mass,hardness
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,27,8.92,4.56,7.02,5.88,,0,30,1,,1,0,0,0,0,0,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,28,7.91,4.55,5.8,3.61,,0,40,1,,1,0,0,0,0,0,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,29,6.92,4.1,6.38,6.1,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,30,5.62,3.16,5.56,7.46,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,31,6.88,3.92,6.26,4.59,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,32,6.37,4.83,5.56,4.74,,0,30,1,,1,0,0,0,0,0,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,33,7.95,3.4,6.19,4.75,,0,40,1,,1,0,0,0,0,0,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,34,6.89,4.73,7.14,5.29,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,35,6.45,4,6.17,7.12,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,36,7.36,3.76,5.73,6.13,,0,40,0,,,,,,,,1,0,0,0,0,0,0,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,37,5.38,2.95,4.46,6.26,,0,30,1,,1,0,0,0,0,0,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,38,6.51,4.34,6.54,4.41,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,39,6.71,2.85,4.13,NA,,0,40,1,,1,1,1,0,0,0,0,,,,,,,,,clipped spines,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,40,6.23,2.74,5.1,6.92,,0,40,1,,1,0,0,0,0,0,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,41,6.96,3.11,5.04,3.45,,0,30,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,42,8.82,4.57,6.61,8.25,,0,50,1,,1,0,0,0,0,0,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,43,7.35,3.83,5.42,5.2,,0,30,1,,1,0,0,0,0,0,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,44,7.25,3.37,4.92,6.43,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,45,6.51,3.55,5.55,5.67,,1,40,0,,,,,,,,1,0,0,0,0,0,0,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,46,9.47,4.65,7.12,6.47,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,47,8.56,4.46,7.03,6.62,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,48,8.07,5.92,6.41,6.47,,0,30,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,49,8.73,4.03,6.16,5.03,,0,30,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,50,8.92,4.32,6.72,5.26,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,51,7.17,3.74,5.84,6.41,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,52,7.1,3.97,6.16,7.63,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,53,10.05,4.05,6.77,6.11,,0,50,0,,,,,,,,1,0,0,0,0,0,0,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,54,7.66,3.48,5.83,4.17,,0,40,1,,1,0,0,0,0,0,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,55,9.03,4.94,7.26,6.62,,0,30,0,,,,,,,,1,0,0,0,0,0,0,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,56,8.63,4.48,6.22,6.72,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,57,7.98,4.01,5.43,5.62,,1,40,0,,1,,,,,,1,0,0,0,0,0,0,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,58,6.69,3.94,5.92,6.26,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,59,8.94,4.06,6.47,3.74,,0,40,0,,,2,,,,,1,0,0,0,0,0,0,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,60,8.26,4.36,5.59,5.49,,0,40,1,,1,0,0,0,0,0,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,61,7.69,3.72,5.23,NA,,0,50,1,,1,0,0,0,0,0,0,,,,,,,,,clipped spines,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,62,6.07,3.78,5.74,5.53,,0,30,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,63,7.03,3.09,5.55,5.52,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,64,6.98,3.6,5.49,5.37,,0,40,1,,1,0,0,0,0,0,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,65,5.8,2.84,4.7,5.12,,0,40,1,,1,0,0,0,0,0,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,66,6.95,3.18,5.93,4.33,,0,30,0,,1,,,,,,1,0,0,0,0,0,0,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,67,6.21,3.11,5.17,3.6,,0,30,1,,1,0,0,0,0,0,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,68,8.52,4.29,6.58,NA,,0,40,0,,,,,,,,0,,,,,,,,,clipped spines,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,69,6.12,3.2,5.04,4.86,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,70,8.16,5.35,6.96,6.06,,0,40,1,,1,0,0,0,0,0,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,71,6.05,3.6,5.46,7.69,,1,50,0,,1,,,,,,1,0,0,0,0,0,0,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,72,8.75,4.71,7.17,5.87,,0,30,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,73,6.67,2.5,4.7,5.97,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,74,6.58,3.2,5.01,4.38,,0,30,1,,1,0,0,0,0,0,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,75,6.57,3.11,3.73,3.78,,0,50,1,,1,0,1,1,0,0,0,,,,,,,4,all seeds eaten,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,76,6.16,2.93,3.39,3.14,,0,40,1,,1,0,1,0,0,0,0,,,,,,,3,all seeds eaten,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,77,5.1,3.23,4.72,6.99,,0,40,1,,1,0,0,0,0,0,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,78,7.32,4.18,6.13,5.33,,0,30,1,,1,0,0,0,0,0,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,79,7.02,3.9,5.03,NA,,0,30,1,,1,0,0,0,0,0,0,,,,,,,,,clipped spines,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,80,8.91,5,6.21,5.6,,1,30,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,81,7.52,3.82,5.94,7.62,,0,40,1,,1,0,0,0,0,0,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,82,6.27,2.9,4.92,6.07,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,83,4.93,2.87,4.51,2.28,,0,30,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,84,8.44,4.45,7.1,7.69,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,85,7.9,4.88,5.99,7.66,,0,30,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,86,7.69,4.12,5.3,7.45,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,87,7.29,4.2,5.29,4.69,,0,30,1,,1,0,0,0,0,0,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,88,8.55,3.92,6.3,7.42,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,89,7.86,4.05,6.26,NA,,1,50,0,,1,,,,,,1,0,0,0,0,0,0,,,clipped spines,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,90,7.06,3.23,5.75,7.45,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,91,6.25,3.43,4.63,5.26,,0,30,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,92,8.79,3.41,6.07,5.22,,0,40,1,,1,0,0,0,0,0,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,93,6.65,4.05,4.4,6.29,,0,40,1,,1,0,0,0,0,0,0,,,,,,,2,2 seeds total,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,94,8.03,3.44,5.2,5.07,,0,40,1,,1,0,0,0,0,0,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,95,8.14,3.76,7.27,5.92,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,96,7.77,3.4,6.11,6.19,,0,30,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,97,8.82,4.36,7.51,4.41,,1,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,98,8.26,4,6.35,6.55,,0,50,1,,1,0,0,0,0,0,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,99,8.22,3.82,5.89,6.13,,0,30,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CD,2019_Floreana_CD,3,100,7.05,4.18,5.17,4.9,,0,30,1,,1,0,0,0,0,0,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,1,5.09,2.54,4.45,5.46,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,2,7.56,3.69,5.99,7.71,,0,30,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,3,6.28,2.73,5.15,4.2,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,4,6.04,2.57,4.52,3.76,,0,30,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,5,7.88,3.21,5.69,5.1,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,6,9.11,4.62,6.93,5.6,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,7,7.3,4.98,6.19,7.45,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,8,4.9,3.29,4.71,5.52,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,9,4.49,2.05,2.52,4.55,,0,30,0,1,1,,3,,,,0,,,,,,,3,all seeds eaten,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,10,6.33,2.68,4.5,4.9,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,11,7.07,4.32,6.07,6.51,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,12,4.45,2.92,4.2,5.04,,0,30,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,13,5.36,3.21,4.37,5.1,,0,30,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,14,6.01,3.36,5.4,4.96,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,15,6.29,2.62,4.19,5.29,,0,40,0,1,1,,3,4,,,0,,,,,,,4,all seeds eaten,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,16,6.15,3.49,5.75,5.33,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,17,7.5,4.4,6.22,6.66,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,18,4.48,2.8,4.31,4.73,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,19,6.35,2.91,5.09,5.29,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,20,6.63,3.31,5.45,5.3,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,21,5.01,2.46,4.29,3.91,,0,30,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,22,4.3,2.13,3.34,2.27,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,23,5.54,3.73,5.83,5.92,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,24,8.34,4.6,6.6,5.79,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,25,7.32,3.59,6.28,6.29,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,26,5.76,3.36,4.98,4.27,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,27,8.24,3.45,5.47,5.92,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,28,7.27,4.01,5.95,8.46,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,29,7.16,4.19,5.74,6.26,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,30,5.89,2.23,3.6,4.82,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,31,5.77,3.75,5.19,5.68,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,32,6.14,3.34,4.91,4.9,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,33,5.42,1.89,3.27,4.32,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,34,7.16,3.63,5.87,6.71,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,35,8.33,4.71,6.43,6.5,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,36,7.76,3.91,5.72,5.83,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,37,7.64,5.01,6.96,5.68,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,38,8.06,5.52,6.1,6.16,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,39,4.79,2.31,4.21,4.55,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,40,6.37,3.18,5.19,4.25,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,41,7.39,4.21,5.74,5.75,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,42,6.72,3.72,5.49,6.14,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,43,6.3,3.43,3.82,4.34,,0,50,0,1,1,,3,4,,,0,,,,,,,4,all seeds eaten,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,44,5.68,3.86,4.69,4.01,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,45,5.73,4.23,5.56,3.23,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,46,6.17,3.22,5.1,5.49,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,47,6.59,2.96,4.67,3.61,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,48,7.35,3,5.34,6.31,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,49,7.24,4.25,5.93,7.74,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,50,7.49,4.17,6.22,5.87,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,51,4.79,3.23,4.36,4.14,,0,30,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,52,7.85,4.61,5.98,6.82,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,53,6.36,3.22,4.26,5.67,,0,50,0,1,1,,3,4,,,0,,,,,,,4,"4 seeds total, eaten from behind",,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,54,6.64,3.03,4.95,5.12,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,55,6.24,4.26,5.67,6.4,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,56,6.59,3.94,5.76,5.26,,0,30,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,57,4.59,3,4.22,4.47,,0,30,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,58,5.13,3.21,4.73,3.59,,0,30,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,59,7.21,3.14,4.87,7.02,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,60,4.92,2.37,3.92,6.41,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,61,6.89,3.37,5.78,8.13,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,62,5.47,2.81,4.49,3.82,,0,30,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,63,5.37,2.36,4.43,4.04,,0,30,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,64,5.13,2.59,4.38,4.74,,0,30,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,65,6.12,4.72,6,4.91,,0,30,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,66,6.58,4.01,7.24,4.52,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,67,5.72,3.53,5.01,7.12,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,68,7.07,2.81,5.4,7.06,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,69,6.35,3.6,5.53,6.68,,0,30,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,70,6.21,3.06,4.81,5.21,,0,30,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,71,7.35,3.96,5.59,5.78,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,72,6.3,2.94,4.05,3.91,,0,30,1,,1,0,0,0,0,0,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,73,5.16,2.48,3.94,4.54,,0,30,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,74,6.47,2.86,5.26,6.61,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,75,7.87,4.12,6,5.08,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,76,7.66,5.46,6.47,5.06,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,77,4.46,2.54,3.74,4.04,,0,30,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,78,6.55,3.64,5.86,6.7,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,79,7.18,4.02,6.65,6.6,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,80,8.44,4.96,6.55,6.48,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,81,5.07,2.93,3.93,3.42,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,82,5.54,3.24,4.66,5.14,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,83,9.11,4.09,6.81,7.41,,0,50,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,84,5.61,3.01,4.54,4.19,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,85,3.69,1.45,2.4,3.89,,0,40,0,1,1,,,,,,0,,,,,,,2,all seeds eaten,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,86,5.87,3.05,4.77,5.33,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,87,6.53,4.88,6.03,6.3,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
2019,Floreana,2019_Floreana,CM,2019_Floreana_CM,4,88,6.13,3.95,5.61,6.4,,0,40,0,,,,,,,,0,,,,,,,,,,DANIEL,,
